INPUT,/mˈiːllem/,/fˈiːn̪em/,/spˈiːn̪ɑm/,/lˈiːn̪eɑm/,/fˈiːlius/,/mˈiːkɑm/,/wˌiːllˈɑːn̪um/,/hˌiːbˈern̪um/,/kwˌiːn̪kwɑːɡˈin̪t̪ɑm/,/lˌiːmˈɑːre/,/fˌiːlikˈellɑm/,/lˌiːn̪eˈɑːt̪ɑm/,/t̪ˌiːt̪iˈoːn̪em/,/ˈillɑm/,/d̪ˈeːbit̪ɑm/,/fˈin̪d̪ere/,/prˌehˈen̪d̪ere/,/fˈeːmin̪ɑm/,/ˈilloːs/,/fˈid̪em/,/krˈeːt̪ɑm/,/plˈeːn̪um/,/plˈeːn̪ɑm/,/kˈeːrɑm/,/rˌɑkˈeːmum/,/pˌɑrˈikulum/,/ˌin̪sˈiɡn̪iɑm/,/fˈin̪kt̪um/,/t̪ˈeːkt̪um/,/rˈiɡid̪ɑm/,/sˈept̪em/,/t̪ˈempus/,/bˈellus/,/pˈed̪em/,/hˈeri/,/fˈerɑm/,/bˈen̪e/,/t̪ˈen̪en̪t̪/,/d̪ˈeum/,/wˈet̪ulum/,/wˈet̪uloːs/,/t̪ˈen̪eɑt̪/,/ˌin̪ɡˈen̪ioːs/,/t̪ˈen̪eo/,/pˈejus/,/lˈekt̪um/,/pˌersˈoːn̪ɑm/,/fˌirmˈɑːre/,/lˌewiˈɑːrium/,/d̪ˌisfˈɑkere/,/n̪ˌepˈoːt̪em/,/d̪ˌeːbˈeːre/,/sˌen̪t̪ˈiːre/,/sˌin̪ɡulˈɑːrem/,/fˌen̪ˈɑːre/,/mˌin̪ˈɑːri/,/fˌimˈɑːrium/,/fˌilt̪rˈɑːre/,/bˌellit̪ˈɑːt̪em/,/sˌen̪iˈoːrem/,/pˌin̪kt̪ˈuːrɑm/,/mˌeliˈoːrem/,/wˌiɡilˈɑːre/,/mˌed̪iˈɑːn̪um/,/wˌeːkt̪ˈuːrɑm/,/frˌikˈɑːre/,/pˈɑrt̪em/,/ˌae̯t̪ˈɑːt̪ikum/,/pˈɑst̪ɑm/,/ɡrˈɑn̪d̪em/,/lˈɑmin̪ɑm/,/ˈɑlbɑm/,/iˈɑm/,/ɡrˈɑːt̪um/,/t̪ˈɑːlem/,/mˈɑre/,/mˈɑt̪rem/,/mˈɑn̪u/,/ˈɑmɑt̪/,/pˈɑːloːs/,/pˌiet̪ˈɑːt̪em/,/mˌɑn̪d̪uːkˈɑːre/,/kˈɑːrum/,/kˈɑːrɑm/,/kˈɑn̪em/,/iˈɑket̪/,/ˈɑllium/,/pˈɑleɑm/,/ˈɑllioːs/,/mˌon̪t̪ˈɑːn̪eɑm/,/sˈɑn̪kt̪um/,/mˈɑɡis/,/hˈɑbeo/,/ˌɑbbˈɑːt̪em/,/mˌɑrˈiːt̪um/,/bˌɑst̪ˈiːre/,/sˌɑːn̪it̪ˈɑːt̪em/,/ˌɑn̪n̪ˈɑːt̪ɑm/,/sˌɑlt̪ˈɑːre/,/kˌɑbˈɑllum/,/kˌɑlˈeːre/,/pˌɑleˈɑːrium/,/ˌɑɡn̪ˈelloːs/,/sˌɑn̪kt̪it̪ˈɑːt̪em/,/mˌɑn̪siˈoːn̪em/,/mˈort̪em/,/t̪ˈost̪um/,/pˈoːn̪t̪em/,/fˈolleːs/,/bˈowem/,/pˈot̪et̪/,/ˈokulum/,/fˈoliɑ/,/ˈokuloːs/,/n̪ˈokt̪em/,/hˈod̪ie/,/t̪ˌormˈen̪t̪um/,/mˌorˈiːri/,/d̪ˌubit̪ˈɑːre/,/n̪ˌoːd̪ˈɑːre/,/fˌon̪t̪ˈɑːn̪ɑm/,/fˌun̪d̪ˈɑːre/,/hˌon̪ˈoːrem/,/d̪ˌoːn̪ˈɑːre/,/sˌolid̪ˈɑːre/,/kˌulpˈɑbilem/,/kˌun̪eˈɑːt̪ɑm/,/pˌun̪kt̪ˈuːrɑm/,/bˌulliˈen̪t̪em/,/mˌod̪iˈolum/,/t̪ˌoːn̪siˈoːn̪em/,/ɡˈut̪t̪ɑm/,/kˌohˈort̪em/,/kˈubit̪um/,/fˈun̪d̪us/,/sˈummɑm/,/pˈulwerem/,/illˈoːrum/,/n̪ˈoːd̪um/,/d̪ˈoːn̪um/,/d̪ˈoːn̪ɑt̪/,/lˈupɑm/,/kˈoːleɑm/,/fˈulɡerem/,/wˌereːkˈun̪d̪iɑm/,/pˈun̪kt̪um/,/kˈun̪eum/,/n̪ˈukem/,/kˌon̪n̪ˈoːskere/,/n̪ˈuːllum/,/mˈuːrum/,/ˌuːn̪um/,/ˌuːn̪ɑm/,/kˈuːlloːs/,/iˈuːn̪ium/,/frˈuːkt̪um/,/mˌuːrˈɑːliɑ/,/pˌuːrɡˈɑːre/,/lˌuːn̪isd̪ˈiːem/,/fˌuːmˈɑːre/,/pˌuːlikˈellɑm/,/ˌuːst̪iˈɑːrium/,/ˌeksfrˌuːkt̪ˈɑre/,/ˈɑwrum/,/pˈɑwper/,/kˈɑwsɑm/,/ɡˈɑwt̪ɑm/,/sˈɑɡmɑm/,/ɡˈɑwd̪iɑ/,/lˌɑwrˈɑːrium/,/ˌɑwsˈɑːre/,/lˌɑwd̪ˈɑːre/,/sˌɑɡmˈɑːrium/,/ˌɑwikˈelloːs/,/pˈuːrum/,/t̪ˈɑlpɑm/,/kˈɑmpum/,/rˈiːpɑm/,/lˈeporem/,/kˈɑpum/,/kˈuppɑm/,/d̪rˈɑppum/,/d̪ˈuplum/,/sˈɑpiɑm/,/rˈumpere/,/kˈorpus/,/bˈɑrbɑm/,/t̪ˌɑbˈoːn̪em/,/n̪ˈuːbɑm/,/hˌɑbˈeːre/,/lˈiːbrɑm/,/t̪ˈɑbulɑm/,/rˈubeum/,/mˈembrum/,/prˈesbyt̪er/,/wˈen̪t̪um/,/sˌerwˈiːre/,/pˌɑwˈoːrem/,/lˌɑwˈɑːrɛ/,/wˈiːwere/,/n̪ˈɑːwem/,/kˌiːwit̪ˈɑːt̪em/,/bˈowes/,/kˈɑweɑm/,/sˈerwit̪/,/d̪ˈuːrum/,/mˈɑn̪d̪ˈɑːre/,/t̪ˈɑrd̪um/,/n̪ˈuːd̪ɑm/,/n̪ˈuːd̪um/,/d̪iˈurn̪um/,/pˈed̪es/,/rˌɑːd̪iːkˈiːn̪ɑm/,/mˈord̪ere/,/t̪ˈuː/,/pˈort̪ɑm/,/fˈort̪em/,/wˈiːt̪ɑm/,/pˈɑt̪rem/,/sˈun̪t̪/,/t̪ˈen̪et̪/,/pˈort̪ɑt̪/,/t̪ˈoːt̪t̪ɑm/,/t̪ˈoːt̪t̪um/,/ˌɑd̪sˈɑt̪is/,/fˈort̪iɑm/,/rˌɑt̪iˈoːn̪em/,/prˈet̪ium/,/ˈɑlt̪erum/,/t̪ˌest̪imˈoːn̪ium/,/sˈoror/,/ˈursɑm/,/kˈursum/,/rˈiːsum/,/spˈɑt̪ʰɑm/,/prˈessɑm/,/bˈɑssum/,/mˌiskulˈɑːre/,/fˈest̪ɑm/,/mˌessiˈoːn̪em/,/ˈɑn̪n̪oːs/,/rˈiːd̪ere/,/ˌɑmˈɑːrɑm/,/pˌort̪ˈɑːre/,/ˌoperˈɑːrium/,/pˌort̪ɑt̪ˈoːrem/,/fˈerrum/,/wˈɑrium/,/mˈɑjum/,/kˈen̪t̪um/,/rˈumikem/,/kˈɑrkerem/,/plˌɑkˈeːre/,/pˈikem/,/fˈɑkiɑm/,/brˈɑkkʰium/,/kˈɑrrum/,/plˈikɑt̪/,/bˈɑkɑm/,/lˌokˈɑːre/,/ˈɑrkuːm/,/kˈirkulum/,/pˈorkoːs/,/sˌekˈuːrum/,/sˈikkum/,/sˈikkɑm/,/lˈɑkrimɑm/,/lˌɑksˈɑːre/,/ˈɑksem/,/t̪rˌɑkt̪ˈɑːre/,/fˈɑkt̪um/,/ɡˈen̪t̪em/,/plˈɑn̪ɡere/,/sˌiɡˈelloːs/,/flˌɑɡˈelloːs/,/ˌeksˈɑɡium/,/ɡˈɑlbin̪um/,/rˈiɡɑm/,/plˈɑːɡɑm/,/rˈuːɡɑm/,/d̪ˈoːɡɑm/,/ɡˈust̪um/,/lˈon̪ɡoːs/,/ˈun̪ɡulɑm/,/ˌɑwɡˈust̪um/,/n̪ˈiɡrum/,/pˌereɡrˈiːn̪um/,/pˈoːmɑm/,/fˈɑmem/,/kˈɑmerɑm/,/kˈumulum/,/sˈiːmium/,/d̪ˈormit̪/,/n̪ˈɑːsum/,/lˈuːn̪ɑm/,/pˈin̪n̪ɑm/,/ˈɑn̪n̪um/,/ˈɑn̪imɑm/,/ˈɑn̪imɑm/,/pˈon̪ere/,/bˈɑln̪eum/,/bˈɑln̪eoːs/,/ˈɑːlɑm/,/mˌɑlum/,/fˈiːliɑm/
R11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/mˌɑːn̪siˈoːn̪em/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/mˌɑːsiˈoːn̪em/,,,,,,,,,,,,,,,,,,,,,,,,,,*/t̪ˌoːsiˈoːn̪em/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pˌiːxt̪ˈɑːt̪em/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R15,*/mˈiːllɛm/,*/fˈiːn̪ɛm/,,*/lˈiːn̪ɛɑm/,*/fˈiːlɪʊs/,,*/ɣʷˌiːllˈɑːn̪ʊm/,*/hˌiːbˈɛrn̪ʊm/,*/kwˌiːŋkwɑːɡˈɪn̪t̪ɑm/,*/lˌiːmˈɑːrɛ/,*/fˌiːlɪkˈɛllɑm/,*/lˌiːn̪ɛˈɑːt̪ɑm/,*/t̪ˌiːt̪ɪˈoːn̪ɛm/,*/ˈɪllɑm/,*/d̪ˈeːbɪt̪ɑm/,*/fˈɪn̪d̪ɛrɛ/,*/prˌɛhˈɛn̪d̪ɛrɛ/,*/fˈeːmɪn̪ɑm/,*/ˈɪlloːs/,*/fˈɪd̪ɛm/,,*/plˈeːn̪ʊm/,,,*/rˌɑkˈeːmʊm/,*/pˌɑrˈɪkʊlʊm/,*/ˌɪn̪sˈɪŋn̪ɪɑm/,*/fˈɪŋkt̪ʊm/,*/t̪ˈeːkt̪ʊm/,*/rˈɪɡɪd̪ɑm/,*/sˈɛpt̪ɛm/,*/t̪ˈɛmpʊs/,*/bˈɛllʊs/,*/pˈɛd̪ɛm/,*/hˈɛrɪ/,*/fˈɛrɑm/,*/bˈɛn̪ɛ/,*/t̪ˈɛn̪ɛn̪t̪/,*/d̪ˈɛʊm/,*/ɣʷˈɛt̪ʊlʊm/,*/ɣʷˈɛt̪ʊloːs/,*/t̪ˈɛn̪ɛɑt̪/,*/ˌɪŋɡˈɛn̪ɪoːs/,*/t̪ˈɛn̪ɛɔ/,*/pˈɛʝʊs/,*/lˈɛkt̪ʊm/,*/pˌɛrsˈoːn̪ɑm/,*/fˌɪrmˈɑːrɛ/,*/lˌɛɣʷɪˈɑːrɪʊm/,*/d̪ˌɪsfˈɑkɛrɛ/,*/n̪ˌɛpˈoːt̪ɛm/,*/d̪ˌeːbˈeːrɛ/,*/sˌɛn̪t̪ˈiːrɛ/,*/sˌɪŋɡʊlˈɑːrɛm/,*/fˌɛn̪ˈɑːrɛ/,*/mˌɪn̪ˈɑːrɪ/,*/fˌɪmˈɑːrɪʊm/,*/fˌɪlt̪rˈɑːrɛ/,*/bˌɛllɪt̪ˈɑːt̪ɛm/,*/sˌɛn̪ɪˈoːrɛm/,*/pˌɪŋkt̪ˈuːrɑm/,*/mˌɛlɪˈoːrɛm/,*/ɣʷˌɪɡɪlˈɑːrɛ/,*/mˌɛd̪ɪˈɑːn̪ʊm/,,*/frˌɪkˈɑːrɛ/,*/pˈɑrt̪ɛm/,*/ˌae̯t̪ˈɑːt̪ɪkʊm/,,*/ɡrˈɑn̪d̪ɛm/,*/lˈɑmɪn̪ɑm/,,*/ɪˈɑm/,*/ɡrˈɑːt̪ʊm/,*/t̪ˈɑːlɛm/,*/mˈɑrɛ/,*/mˈɑt̪rɛm/,*/mˈɑn̪ʊ/,,,*/pˌiːxt̪ˈɑːt̪ɛm/,*/mˌɑn̪d̪uːkˈɑːrɛ/,*/kˈɑːrʊm/,,*/kˈɑn̪ɛm/,*/ɪˈɑkɛt̪/,*/ˈɑllɪʊm/,*/pˈɑlɛɑm/,*/ˈɑllɪoːs/,*/mˌɔn̪t̪ˈɑːn̪ɛɑm/,*/sˈɑŋkt̪ʊm/,*/mˈɑɡɪs/,*/hˈɑbɛɔ/,*/ˌɑbbˈɑːt̪ɛm/,*/mˌɑrˈiːt̪ʊm/,*/bˌɑst̪ˈiːrɛ/,*/sˌɑːn̪ɪt̪ˈɑːt̪ɛm/,,*/sˌɑlt̪ˈɑːrɛ/,*/kˌɑbˈɑllʊm/,*/kˌɑlˈeːrɛ/,*/pˌɑlɛˈɑːrɪʊm/,*/ˌɑŋn̪ˈɛlloːs/,*/sˌɑŋkt̪ɪt̪ˈɑːt̪ɛm/,*/mˌɑːsɪˈoːn̪ɛm/,*/mˈɔrt̪ɛm/,*/t̪ˈɔst̪ʊm/,*/pˈoːn̪t̪ɛm/,*/fˈɔlleːs/,*/bˈɔɣʷɛm/,*/pˈɔt̪ɛt̪/,*/ˈɔkʊlʊm/,*/fˈɔlɪɑ/,*/ˈɔkʊloːs/,*/n̪ˈɔkt̪ɛm/,*/hˈɔd̪ɪɛ/,*/t̪ˌɔrmˈɛn̪t̪ʊm/,*/mˌɔrˈiːrɪ/,*/d̪ˌʊbɪt̪ˈɑːrɛ/,*/n̪ˌoːd̪ˈɑːrɛ/,*/fˌɔn̪t̪ˈɑːn̪ɑm/,*/fˌʊn̪d̪ˈɑːrɛ/,*/hˌɔn̪ˈoːrɛm/,*/d̪ˌoːn̪ˈɑːrɛ/,*/sˌɔlɪd̪ˈɑːrɛ/,*/kˌʊlpˈɑbɪlɛm/,*/kˌʊn̪ɛˈɑːt̪ɑm/,*/pˌʊŋkt̪ˈuːrɑm/,*/bˌʊllɪˈɛn̪t̪ɛm/,*/mˌɔd̪ɪˈɔlʊm/,*/t̪ˌoːsɪˈoːn̪ɛm/,*/ɡˈʊt̪t̪ɑm/,*/kˌɔhˈɔrt̪ɛm/,*/kˈʊbɪt̪ʊm/,*/fˈʊn̪d̪ʊs/,*/sˈʊmmɑm/,*/pˈʊlɣʷɛrɛm/,*/ɪllˈoːrʊm/,*/n̪ˈoːd̪ʊm/,*/d̪ˈoːn̪ʊm/,,*/lˈʊpɑm/,*/kˈoːlɛɑm/,*/fˈʊlɡɛrɛm/,*/ɣʷˌɛreːkˈʊn̪d̪ɪɑm/,*/pˈʊŋkt̪ʊm/,*/kˈʊn̪ɛʊm/,*/n̪ˈʊkɛm/,*/kˌɔn̪n̪ˈoːskɛrɛ/,*/n̪ˈuːllʊm/,*/mˈuːrʊm/,*/ˌuːn̪ʊm/,,,*/ɪˈuːn̪ɪʊm/,*/frˈuːkt̪ʊm/,*/mˌuːrˈɑːlɪɑ/,*/pˌuːrɡˈɑːrɛ/,*/lˌuːn̪ɪsd̪ˈiːɛm/,*/fˌuːmˈɑːrɛ/,*/pˌuːlɪkˈɛllɑm/,*/ˌuːst̪ɪˈɑːrɪʊm/,*/ˌɛksfrˌuːkt̪ˈɑrɛ/,*/ˈɑwrʊm/,*/pˈɑwpɛr/,,,,*/ɡˈɑwd̪ɪɑ/,*/lˌɑwrˈɑːrɪʊm/,*/ˌɑwsˈɑːrɛ/,*/lˌɑwd̪ˈɑːrɛ/,*/sˌɑɡmˈɑːrɪʊm/,*/ˌɑɣʷɪkˈɛlloːs/,*/pˈuːrʊm/,,*/kˈɑmpʊm/,,*/lˈɛpɔrɛm/,*/kˈɑpʊm/,*/kˈʊppɑm/,*/d̪rˈɑppʊm/,*/d̪ˈʊplʊm/,*/sˈɑpɪɑm/,*/rˈʊmpɛrɛ/,*/kˈɔrpʊs/,,*/t̪ˌɑbˈoːn̪ɛm/,,*/hˌɑbˈeːrɛ/,,*/t̪ˈɑbʊlɑm/,*/rˈʊbɛʊm/,*/mˈɛmbrʊm/,*/prˈɛsbɪt̪ɛr/,*/ɣʷˈɛn̪t̪ʊm/,*/sˌɛrɣʷˈiːrɛ/,*/pˌɑɣʷˈoːrɛm/,,*/ɣʷˈiːɣʷɛrɛ/,*/n̪ˈɑːɣʷɛm/,*/kˌiːɣʷɪt̪ˈɑːt̪ɛm/,*/bˈɔɣʷɛs/,*/kˈɑɣʷɛɑm/,*/sˈɛrɣʷɪt̪/,*/d̪ˈuːrʊm/,*/mˈɑn̪d̪ˈɑːrɛ/,*/t̪ˈɑrd̪ʊm/,,*/n̪ˈuːd̪ʊm/,*/d̪ɪˈʊrn̪ʊm/,*/pˈɛd̪ɛs/,,*/mˈɔrd̪ɛrɛ/,,*/pˈɔrt̪ɑm/,*/fˈɔrt̪ɛm/,,*/pˈɑt̪rɛm/,*/sˈʊn̪t̪/,*/t̪ˈɛn̪ɛt̪/,*/pˈɔrt̪ɑt̪/,,*/t̪ˈoːt̪t̪ʊm/,*/ˌɑssˈɑt̪ɪs/,*/fˈɔrt̪ɪɑm/,*/rˌɑt̪ɪˈoːn̪ɛm/,*/prˈɛt̪ɪʊm/,*/ˈɑlt̪ɛrʊm/,*/t̪ˌɛst̪ɪmˈoːn̪ɪʊm/,*/sˈɔrɔr/,*/ˈʊrsɑm/,*/kˈʊrsʊm/,*/rˈiːsʊm/,,*/prˈɛssɑm/,*/bˈɑssʊm/,*/mˌɪskʊlˈɑːrɛ/,*/fˈɛst̪ɑm/,*/mˌɛssɪˈoːn̪ɛm/,,*/rˈiːd̪ɛrɛ/,,*/pˌɔrt̪ˈɑːrɛ/,*/ˌɔpɛrˈɑːrɪʊm/,*/pˌɔrt̪ɑt̪ˈoːrɛm/,*/fˈɛrrʊm/,*/ɣʷˈɑrɪʊm/,*/mˈɑʝʊm/,*/kˈɛn̪t̪ʊm/,*/rˈʊmɪkɛm/,*/kˈɑrkɛrɛm/,*/plˌɑkˈeːrɛ/,*/pˈɪkɛm/,*/fˈɑkɪɑm/,*/brˈɑkkɪʊm/,*/kˈɑrrʊm/,*/plˈɪkɑt̪/,,*/lˌɔkˈɑːrɛ/,,*/kˈɪrkʊlʊm/,*/pˈɔrkoːs/,*/sˌɛkˈuːrʊm/,*/sˈɪkkʊm/,*/sˈɪkkɑm/,*/lˈɑkrɪmɑm/,*/lˌɑksˈɑːrɛ/,*/ˈɑksɛm/,*/t̪rˌɑkt̪ˈɑːrɛ/,*/fˈɑkt̪ʊm/,*/ɡˈɛn̪t̪ɛm/,*/plˈɑŋɡɛrɛ/,*/sˌɪɡˈɛlloːs/,*/flˌɑɡˈɛlloːs/,*/ˌɛksˈɑɡɪʊm/,*/ɡˈɑlbɪn̪ʊm/,*/rˈɪɡɑm/,,,,*/ɡˈʊst̪ʊm/,*/lˈɔŋɡoːs/,*/ˈʊŋɡʊlɑm/,*/ˌɑwɡˈʊst̪ʊm/,*/n̪ˈɪɡrʊm/,*/pˌɛrɛɡrˈiːn̪ʊm/,,*/fˈɑmɛm/,*/kˈɑmɛrɑm/,*/kˈʊmʊlʊm/,*/sˈiːmɪʊm/,*/d̪ˈɔrmɪt̪/,*/n̪ˈɑːsʊm/,,*/pˈɪn̪n̪ɑm/,*/ˈɑn̪n̪ʊm/,*/ˈɑn̪ɪmɑm/,*/ˈɑn̪ɪmɑm/,*/pˈɔn̪ɛrɛ/,*/bˈɑln̪ɛʊm/,*/bˈɑln̪ɛoːs/,,*/mˌɑlʊm/,*/fˈiːlɪɑm/
R16,,,,,,,,,,,,,,,,,*/prˌɛˈɛn̪d̪ɛrɛ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/kˌɔˈɔrt̪ɛm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R17,,,*/ˌɪspˈiːn̪ɑm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˌɪspˈɑt̪ɑm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/mˌɑn̪d̪ˈɑːrɛ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
